SystemLogID,SLTimeStamp,ModuleId,SeverityId,CompanyId,GroupId,ProcessId,ThreadId,DeviceId,UserId,Source,LogMessage
307252,2011-07-08 01:30:00.330000000,2,0,1,,,,,,nsImportWr,Process started with parameters: SQLServer=SYNCRONEXDB\sync, DB=nsdb27, SRC=F:\Syncronex_Incoming, BIN=F:\Progra~1\Syncronex\Singlecopy\bin\ImportExport, bAllowMultipleFiles=True, bProcessAllFiles=False, bArchive=True, bArchiveFolders=True, filename=jdcsx0100a*.fil
307253,2011-07-08 01:30:00.530000000,2,1,1,,,,,,nsImportWr,No file(s) found at this time
307254,2011-07-08 01:30:00.733000000,2,0,1,,,,,,nsImportWr,Process completed successfully!
307255,2011-07-08 01:30:00.907000000,2,1,1,,,,,,,Single Copy 2.7 - Manifest Import (PBS):  Job Completed Successfully
307256,2011-07-08 01:46:38.440000000,2,0,1,,,,,,,Device M233 requesting current Manifest List
307257,2011-07-08 01:46:41.783000000,2,0,1,,,,,,,Device M233 requesting Mfst 205320 (M233)
307258,2011-07-08 01:48:27.150000000,2,0,1,,,,,,,Device M233 Acknowledged receipt of Manifest 205320 (M233)
307259,2011-07-08 01:59:38.553000000,2,0,1,,,,,,,Device M170 requesting current Manifest List
307260,2011-07-08 01:59:40.910000000,2,0,1,,,,,,,Device M170 requesting Mfst 205290 (M170)
307261,2011-07-08 02:00:00.553000000,2,1,1,,,,,,,Single Copy 2.7 - Manifest Import (PBS):  Job Started
307262,2011-07-08 02:00:00.740000000,2,0,1,,,,,,nsImportWr,Process started with parameters: SQLServer=SYNCRONEXDB\sync, DB=nsdb27, SRC=F:\Syncronex_Incoming, BIN=F:\Progra~1\Syncronex\Singlecopy\bin\ImportExport, bAllowMultipleFiles=True, bProcessAllFiles=False, bArchive=True, bArchiveFolders=True, filename=jdcsx0100a*.fil
307263,2011-07-08 02:00:00.943000000,2,1,1,,,,,,nsImportWr,No file(s) found at this time
307264,2011-07-08 02:00:01.133000000,2,0,1,,,,,,nsImportWr,Process completed successfully!
307265,2011-07-08 02:00:01.320000000,2,1,1,,,,,,,Single Copy 2.7 - Manifest Import (PBS):  Job Completed Successfully
307266,2011-07-08 02:00:36.477000000,2,0,1,,,,,,,Device M170 Acknowledged receipt of Manifest 205290 (M170)
307267,2011-07-08 02:17:41.027000000,2,0,1,,,,,,,Device M230 requesting current Manifest List
307268,2011-07-08 02:17:43.810000000,2,0,1,,,,,,,Device M230 requesting Mfst 205314 (M230)
307269,2011-07-08 02:19:00.917000000,2,0,1,,,,,,,Device M230 Acknowledged receipt of Manifest 205314 (M230)
307270,2011-07-08 02:23:18.577000000,2,0,1,,,,,,,Device M201 requesting current Manifest List
307271,2011-07-08 02:23:21.297000000,2,0,1,,,,,,,Device M201 requesting Mfst 205279 (M201)
307272,2011-07-08 02:24:13.973000000,2,0,1,,,,,,,Device M201 Acknowledged receipt of Manifest 205279 (M201)
307273,2011-07-08 02:29:35.850000000,2,0,1,,,,,,,Device D822 requesting current Manifest List
307274,2011-07-08 02:29:37.913000000,2,0,1,,,,,,,Device D822 requesting Mfst 205282 (D822)
307275,2011-07-08 02:30:00.730000000,2,1,1,,,,,,,Single Copy 2.7 - Manifest Import (PBS):  Job Started
307276,2011-07-08 02:30:00.883000000,2,0,1,,,,,,nsImportWr,Process started with parameters: SQLServer=SYNCRONEXDB\sync, DB=nsdb27, SRC=F:\Syncronex_Incoming, BIN=F:\Progra~1\Syncronex\Singlecopy\bin\ImportExport, bAllowMultipleFiles=True, bProcessAllFiles=False, bArchive=True, bArchiveFolders=True, filename=jdcsx0100a*.fil
307277,2011-07-08 02:30:01.087000000,2,1,1,,,,,,nsImportWr,No file(s) found at this time
307278,2011-07-08 02:30:01.273000000,2,0,1,,,,,,nsImportWr,Process completed successfully!
307279,2011-07-08 02:30:01.430000000,2,1,1,,,,,,,Single Copy 2.7 - Manifest Import (PBS):  Job Completed Successfully
307280,2011-07-08 02:30:42.857000000,2,0,1,,,,,,,Device D822 Acknowledged receipt of Manifest 205282 (D822)
307281,2011-07-08 02:32:40.210000000,2,0,1,,,,,,,Device D823/D841 requesting current Manifest List
307282,2011-07-08 02:32:42.507000000,2,0,1,,,,,,,Device D823/D841 requesting Mfst 205289 (D823)
307283,2011-07-08 02:33:15.323000000,2,0,1,,,,,,,Device D823/D841 Acknowledged receipt of Manifest 205289 (D823)
307284,2011-07-08 02:33:16.120000000,2,0,1,,,,,,,Device D823/D841 requesting Mfst 205265 (D841)
307285,2011-07-08 02:33:45.167000000,2,0,1,,,,,,,Device D281 requesting current Manifest List
307286,2011-07-08 02:33:48.013000000,2,0,1,,,,,,,Device D281 requesting Mfst 205262 (D281)
307287,2011-07-08 02:33:54.030000000,2,0,1,,,,,,,Device D241/D242 requesting current Manifest List
307288,2011-07-08 02:33:56.420000000,2,0,1,,,,,,,Device D241/D242 requesting Mfst 205247 (D241)
307289,2011-07-08 02:34:06.530000000,2,0,1,,,,,,,Device D823/D841 Acknowledged receipt of Manifest 205265 (D841)
307290,2011-07-08 02:34:54.267000000,2,0,1,,,,,,,Device D241/D242 Acknowledged receipt of Manifest 205247 (D241)
307291,2011-07-08 02:34:54.753000000,2,0,1,,,,,,,Device D241/D242 requesting Mfst 205345 (D242)
307292,2011-07-08 02:34:56.487000000,2,0,1,,,,,,,Device D241/D242 Acknowledged receipt of Manifest 205345 (D242)
307293,2011-07-08 02:35:10.113000000,2,0,1,,,,,,,Device D281 Acknowledged receipt of Manifest 205262 (D281)
307294,2011-07-08 02:50:31.157000000,2,0,1,,,,,,,Device M220 requesting current Manifest List
307295,2011-07-08 02:50:33.390000000,2,0,1,,,,,,,Device M220 requesting Mfst 205302 (M220)
307296,2011-07-08 02:51:24.503000000,2,0,1,,,,,,,Device M220 Acknowledged receipt of Manifest 205302 (M220)
307297,2011-07-08 02:51:59.973000000,2,0,1,,,,,,,Device D711 requesting current Manifest List
307298,2011-07-08 02:52:02.600000000,2,0,1,,,,,,,Device D711 requesting Mfst 205258 (D711)
307299,2011-07-08 02:53:22.743000000,2,0,1,,,,,,,Device D711 Acknowledged receipt of Manifest 205258 (D711)
307300,2011-07-08 02:53:42.073000000,2,0,1,,,,,,,Device D761 requesting current Manifest List
307301,2011-07-08 02:53:44.887000000,2,0,1,,,,,,,Device D761 requesting Mfst 205306 (D761)
307302,2011-07-08 02:54:46.610000000,2,0,1,,,,,,,Device D761 Acknowledged receipt of Manifest 205306 (D761)
307303,2011-07-08 02:55:11.330000000,2,0,1,,,,,,,Device D811 requesting current Manifest List
307304,2011-07-08 02:55:13.520000000,2,0,1,,,,,,,Device D811 requesting Mfst 205284 (D811)
307305,2011-07-08 02:56:07.630000000,2,0,1,,,,,,,Device D811 Acknowledged receipt of Manifest 205284 (D811)
307306,2011-07-08 03:37:55.780000000,2,0,1,,,,,,,Device D871 requesting current Manifest List
307307,2011-07-08 03:37:58.837000000,2,0,1,,,,,,,Device D871 requesting Mfst 205268 (D871)
307308,2011-07-08 03:39:03.187000000,2,0,1,,,,,,,Device D871 Acknowledged receipt of Manifest 205268 (D871)
307309,2011-07-08 03:52:33.600000000,2,0,1,,,,,,,Device M232 requesting current Manifest List
307310,2011-07-08 03:52:36.443000000,2,0,1,,,,,,,Device M232 requesting Mfst 205260 (M232)
307311,2011-07-08 03:53:29.343000000,2,0,1,,,,,,,Device M232 Acknowledged receipt of Manifest 205260 (M232)
307312,2011-07-08 03:53:31.907000000,2,0,1,,,,,,,Device D271 requesting current Manifest List
307313,2011-07-08 03:53:33.080000000,2,0,1,,,,,,,Device D221 requesting current Manifest List
307314,2011-07-08 03:53:34.830000000,2,0,1,,,,,,,Device D271 requesting Mfst 205298 (D271)
307315,2011-07-08 03:53:35.313000000,2,0,1,,,,,,,Device D221 requesting Mfst 205315 (D221)
307316,2011-07-08 03:54:23.557000000,2,0,1,,,,,,,Device D221 Acknowledged receipt of Manifest 205315 (D221)
307317,2011-07-08 03:55:30.937000000,2,0,1,,,,,,,Device D271 Acknowledged receipt of Manifest 205298 (D271)
307318,2011-07-08 04:04:16.287000000,2,0,1,,,,,,,Device D792 requesting current Manifest List
307319,2011-07-08 04:04:19.210000000,2,0,1,,,,,,,Device D792 requesting Mfst 205264 (D792)
307320,2011-07-08 04:06:06.270000000,2,0,1,,,,,,,Device D792 Acknowledged receipt of Manifest 205264 (D792)
307321,2011-07-08 04:22:40.347000000,2,0,1,,,,,,,Device D701 requesting current Manifest List
307322,2011-07-08 04:22:42.597000000,2,0,1,,,,,,,Device D701 requesting Mfst 205312 (D701)
307323,2011-07-08 04:23:36.160000000,2,0,1,,,,,,,Device D701 Acknowledged receipt of Manifest 205312 (D701)
307324,2011-07-08 04:26:12.037000000,2,0,1,,,,,,,Device D361/D362/D371 requesting current Manifest List
307325,2011-07-08 04:26:14.287000000,2,0,1,,,,,,,Device D361/D362/D371 requesting Mfst 205301 (D361)
307326,2011-07-08 04:26:44.583000000,2,0,1,,,,,,,Device D821 requesting current Manifest List
307327,2011-07-08 04:26:47.303000000,2,0,1,,,,,,,Device D821 requesting Mfst 205287 (D821)
307328,2011-07-08 04:27:00.193000000,2,0,1,,,,,,,Device D361/D362/D371 Acknowledged receipt of Manifest 205301 (D361)
307329,2011-07-08 04:27:00.913000000,2,0,1,,,,,,,Device D361/D362/D371 requesting Mfst 205267 (D362)
307330,2011-07-08 04:27:41.913000000,2,0,1,,,,,,,Device D361/D362/D371 Acknowledged receipt of Manifest 205267 (D362)
307331,2011-07-08 04:27:42.710000000,2,0,1,,,,,,,Device D361/D362/D371 requesting Mfst 205299 (D371)
307332,2011-07-08 04:27:53.180000000,2,0,1,,,,,,,Device D821 Acknowledged receipt of Manifest 205287 (D821)
307333,2011-07-08 04:28:28.960000000,2,0,1,,,,,,,Device D361/D362/D371 Acknowledged receipt of Manifest 205299 (D371)
307334,2011-07-08 04:28:47.243000000,2,2,1,43475,,,,,,method:Void SetUploadStart(Int32, System.String) in source:Syncronex.DeviceSyncLib threw error 'Data Transfer can't be marked as 'Uploading' because current transfer state is 'Uploaded' when it should be 'Downloaded''
   at Syncronex.DeviceSyncLib.TransferManager.SetUploadStart(Int32 manifestId, String date)
307335,2011-07-08 04:29:52.947000000,2,0,1,,,,,,,Device D781 requesting current Manifest List
307336,2011-07-08 04:29:55.480000000,2,0,1,,,,,,,Device D781 requesting Mfst 205300 (D781)
307337,2011-07-08 04:30:55.713000000,2,0,1,,,,,,,Device D781 Acknowledged receipt of Manifest 205300 (D781)
307338,2011-07-08 04:30:59.463000000,2,2,1,43475,,,,,,method:Void SetUploadStart(Int32, System.String) in source:Syncronex.DeviceSyncLib threw error 'Data Transfer can't be marked as 'Uploading' because current transfer state is 'CriticalError' when it should be 'Downloaded''
   at Syncronex.DeviceSyncLib.TransferManager.SetUploadStart(Int32 manifestId, String date)
307339,2011-07-08 04:44:13.400000000,2,0,1,,,,,,,Device M290 requesting current Manifest List
307340,2011-07-08 04:44:15.853000000,2,0,1,,,,,,,Device M290 requesting Mfst 205273 (M290)
307341,2011-07-08 04:45:14.890000000,2,0,1,,,,,,,Device M290 Acknowledged receipt of Manifest 205273 (M290)
307342,2011-07-08 05:30:01.457000000,2,0,1,,,,,,IndexMaint,syncIndexMaintenance:  Procedure starting...
307343,2011-07-08 05:30:18.237000000,2,0,1,,,,,,IndexMaint,syncIndexMaintenance:  Found 16 objects to reorg/rebuild
307344,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccounts'/'ix_account_custom1':  Before: 25.7143,  After: 25.7143
307345,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccounts'/'ix_account_custom2':  Before: 16.6667,  After: 16.6667
307346,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccounts'/'ix_account_custom3':  Before: 16.6667,  After: 16.6667
307347,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccounts'/'ix_account_owner':  Before: 27.5862,  After: 27.5862
307348,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccounts'/'uc_acctcode':  Before: 17.6471,  After: 17.6471
307349,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccountsCategories'/'ix_scAccountsCategories_AccountId':  Before: 27.2727,  After: 27.2727
307350,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccountsCategories'/'ix_scAccountsCategories_CategoryId':  Before: 12.9032,  After: 12.9032
307351,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccountsCategories'/'PK_scAccountsCategories':  Before: 21.9512,  After: 21.9512
307352,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccountsPubs'/'IDX_scAccountsPubs_AccountId':  Before: 15.625,  After: 15.625
307353,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccountsPubs'/'UC_scAccountsPubs':  Before: 23.8806,  After: 23.8806
307354,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scDataExchangeControls'/'idx_scDataExchangeControls_GroupId':  Before: 80,  After: 80
307355,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scDataExchangeControls'/'PK_scDataExchangeControls':  Before: 75,  After: 87.5
307356,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scManifestSequenceItems'/'idx_scManifestSequenceItems_AccountPubID':  Before: 30.7692,  After: 30.7692
307357,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scManifestSequenceItems'/'PK_scManifestSequenceItems':  Before: 12.069,  After: 12.069
307358,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scManifestTemplates'/'PK_scManifestTemplates':  Before: 66.6667,  After: 66.6667
307359,2011-07-08 05:30:35.300000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scManifestTransferDrops'/'idx_scManifestTransferDrops_AccountId':  Before: 44.8031,  After: 0
307360,2011-07-08 05:30:35.317000000,2,0,1,,,,,,IndexMaint,syncIndexMaintenance:  Procedure completed successfully.
307361,2011-07-08 06:18:38.210000000,2,2,1,43475,,,,,,method:Void SetUploadStart(Int32, System.String) in source:Syncronex.DeviceSyncLib threw error 'Data Transfer can't be marked as 'Uploading' because current transfer state is 'CriticalError' when it should be 'Downloaded''
   at Syncronex.DeviceSyncLib.TransferManager.SetUploadStart(Int32 manifestId, String date)
307362,2011-07-08 06:19:30.380000000,2,0,1,,,,,,,Device D771 requesting current Manifest List
307363,2011-07-08 06:19:32.520000000,2,0,1,,,,,,,Device D771 requesting Mfst 205276 (D771)
307364,2011-07-08 06:20:59.087000000,2,0,1,,,,,,,Device D771 Acknowledged receipt of Manifest 205276 (D771)
307365,2011-07-08 06:52:31.130000000,2,0,1,,,,,,,Device D821 requesting current Manifest List
307366,2011-07-08 13:02:07.663000000,202,0,1,80153669-b649-4472-8cac-d45f66ebc21c,1176,1,,141,Web,Data Export Started at 07/08/11 01:02:07
307367,2011-07-08 13:02:07.663000000,202,0,1,80153669-b649-4472-8cac-d45f66ebc21c,1176,1,,141,Web,Export File: Adj_Data_201107081302.txt
307368,2011-07-08 13:02:23.757000000,202,0,1,80153669-b649-4472-8cac-d45f66ebc21c,1176,1,,141,Web,        11 total rows written to file.
307369,2011-07-08 13:02:23.790000000,202,0,1,80153669-b649-4472-8cac-d45f66ebc21c,1176,1,,141,Web,Data Export completed successfully
307370,2011-07-08 13:02:55.353000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,Data Export Started at 07/08/11 01:02:55
307371,2011-07-08 13:02:55.370000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,Export File: Ret_Data_201107081302.txt
307372,2011-07-08 13:02:59.290000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,       500 rows written to file...
307373,2011-07-08 13:02:59.620000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      1000 rows written to file...
307374,2011-07-08 13:03:00.120000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      1500 rows written to file...
307375,2011-07-08 13:03:00.477000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      2000 rows written to file...
307376,2011-07-08 13:03:00.917000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      2500 rows written to file...
307377,2011-07-08 13:03:01.273000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      3000 rows written to file...
307378,2011-07-08 13:03:01.633000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      3500 rows written to file...
307379,2011-07-08 13:03:02.040000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      4000 rows written to file...
307380,2011-07-08 13:03:02.353000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      4500 rows written to file...
307381,2011-07-08 13:03:02.680000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      5000 rows written to file...
307382,2011-07-08 13:03:03.103000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      5500 rows written to file...
307383,2011-07-08 13:03:03.430000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      6000 rows written to file...
307384,2011-07-08 13:03:03.760000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      6500 rows written to file...
307385,2011-07-08 13:03:04.070000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      7000 rows written to file...
307386,2011-07-08 13:03:04.557000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      7500 rows written to file...
307387,2011-07-08 13:03:04.870000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      8000 rows written to file...
307388,2011-07-08 13:03:05.243000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      8500 rows written to file...
307389,2011-07-08 13:03:05.727000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      9000 rows written to file...
307390,2011-07-08 13:03:06.070000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,      9500 rows written to file...
307391,2011-07-08 13:03:06.493000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     10000 rows written to file...
307392,2011-07-08 13:03:06.870000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     10500 rows written to file...
307393,2011-07-08 13:03:07.337000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     11000 rows written to file...
307394,2011-07-08 13:03:07.697000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     11500 rows written to file...
307395,2011-07-08 13:03:08.023000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     12000 rows written to file...
307396,2011-07-08 13:03:08.557000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     12500 rows written to file...
307397,2011-07-08 13:03:08.900000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     13000 rows written to file...
307398,2011-07-08 13:03:09.260000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     13500 rows written to file...
307399,2011-07-08 13:03:09.807000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     14000 rows written to file...
307400,2011-07-08 13:03:10.150000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     14500 rows written to file...
307401,2011-07-08 13:03:10.570000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     15000 rows written to file...
307402,2011-07-08 13:03:10.917000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     15500 rows written to file...
307403,2011-07-08 13:03:11.417000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     16000 rows written to file...
307404,2011-07-08 13:03:11.960000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     16500 rows written to file...
307405,2011-07-08 13:03:12.320000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     17000 rows written to file...
307406,2011-07-08 13:03:12.773000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     17500 rows written to file...
307407,2011-07-08 13:03:13.523000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     18000 rows written to file...
307408,2011-07-08 13:03:13.837000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     18500 rows written to file...
307409,2011-07-08 13:03:14.150000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     19000 rows written to file...
307410,2011-07-08 13:03:14.620000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     19500 rows written to file...
307411,2011-07-08 13:03:14.947000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     20000 rows written to file...
307412,2011-07-08 13:03:15.510000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     20500 rows written to file...
307413,2011-07-08 13:03:15.837000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     21000 rows written to file...
307414,2011-07-08 13:03:16.290000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     21500 rows written to file...
307415,2011-07-08 13:03:16.603000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     22000 rows written to file...
307416,2011-07-08 13:03:17.260000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     22500 rows written to file...
307417,2011-07-08 13:03:18.243000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     23000 rows written to file...
307418,2011-07-08 13:03:18.993000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     23500 rows written to file...
307419,2011-07-08 13:03:20.417000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     24000 rows written to file...
307420,2011-07-08 13:03:22.447000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,     24023 total rows written to file.
307421,2011-07-08 13:03:22.480000000,201,0,1,30e00da6-e6e2-473e-8c6e-071b1e5de56e,3616,1,,141,Web,Data Export completed successfully
307422,2011-07-08 19:00:00.290000000,2,1,1,,,,,,,Single Copy 2.7 - Manifest Import (PBS):  Job Started
307423,2011-07-08 19:00:00.647000000,2,0,1,,,,,,nsImportWr,Process started with parameters: SQLServer=SYNCRONEXDB\sync, DB=nsdb27, SRC=F:\Syncronex_Incoming, BIN=F:\Progra~1\Syncronex\Singlecopy\bin\ImportExport, bAllowMultipleFiles=True, bProcessAllFiles=False, bArchive=True, bArchiveFolders=True, filename=jdcsx0100a*.fil
